symbol,date,price
Harris,2016-01-14,3807
Fisher,2016-01-15,15
Arno,2016-01-15,7675
Temp,2016-01-15,0
Vandelay,2016-01-15,1185
Harper,2016-01-15,0
Harris,2016-01-15,4701
Fisher,2016-01-16,0
Arno,2016-01-16,0
Temp,2016-01-16,0
Vandelay,2016-01-16,0
Harper,2016-01-16,0
Harris,2016-01-16,0
Fisher,2016-01-17,0
Arno,2016-01-17,0
Temp,2016-01-17,0
Vandelay,2016-01-17,0
Harper,2016-01-17,0
Harris,2016-01-17,0
Fisher,2016-01-18,3131
Arno,2016-01-18,8616
Temp,2016-01-18,0
Vandelay,2016-01-18,920
Harper,2016-01-18,525
Harris,2016-01-18,36286
Fisher,2016-01-19,10660
Arno,2016-01-19,0
Temp,2016-01-19,0
Vandelay,2016-01-19,558
Harper,2016-01-19,23205
Harris,2016-01-19,4864
Fisher,2016-01-20,0
Arno,2016-01-20,0
Temp,2016-01-20,0
Vandelay,2016-01-20,0
Harper,2016-01-20,5350
Harris,2016-01-20,5633
Fisher,2016-01-21,0
Arno,2016-01-21,0
Temp,2016-01-21,0
Vandelay,2016-01-21,1856
Harper,2016-01-21,2980
Harris,2016-01-21,4085
Fisher,2016-01-22,0
Arno,2016-01-22,8263
Temp,2016-01-22,0
Vandelay,2016-01-22,628
Harper,2016-01-22,30
Harris,2016-01-22,5522
Fisher,2016-01-23,0
Arno,2016-01-23,915
Temp,2016-01-23,0
Vandelay,2016-01-23,0
Harper,2016-01-23,0
Harris,2016-01-23,0
Fisher,2016-01-24,0
Arno,2016-01-24,0
Temp,2016-01-24,0
Vandelay,2016-01-24,0
Harper,2016-01-24,0
Harris,2016-01-24,0
Fisher,2016-01-25,4220
Arno,2016-01-25,6658
Temp,2016-01-25,0
Vandelay,2016-01-25,842
Harper,2016-01-25,16136
Harris,2016-01-25,43960
Fisher,2016-01-26,1190
Arno,2016-01-26,0
Temp,2016-01-26,40
Vandelay,2016-01-26,1924
Harper,2016-01-26,2658
Harris,2016-01-26,3354
Fisher,2016-01-27,0
Arno,2016-01-27,0
Temp,2016-01-27,0
Vandelay,2016-01-27,1817
Harper,2016-01-27,7222
Harris,2016-01-27,6930
Fisher,2016-01-28,0
Arno,2016-01-28,15
Temp,2016-01-28,0
Vandelay,2016-01-28,1065
Harper,2016-01-28,4962
Harris,2016-01-28,3570
Fisher,2016-01-29,0
Arno,2016-01-29,5214
Temp,2016-01-29,0
Vandelay,2016-01-29,319
Harper,2016-01-29,0
Harris,2016-01-29,7415
Fisher,2016-01-30,0
Arno,2016-01-30,0
Temp,2016-01-30,0
Vandelay,2016-01-30,0
Harper,2016-01-30,0
Harris,2016-01-30,0
Fisher,2016-01-31,0
Arno,2016-01-31,0
Temp,2016-01-31,0
Vandelay,2016-01-31,0
Harper,2016-01-31,0
Harris,2016-01-31,0
Fisher,2016-02-01,3590
Arno,2016-02-01,4995
Temp,2016-02-01,0
Vandelay,2016-02-01,759
Harper,2016-02-01,0
Harris,2016-02-01,22911
Fisher,2016-02-02,2825
Arno,2016-02-02,0
Temp,2016-02-02,0
Vandelay,2016-02-02,830
Harper,2016-02-02,0
Harris,2016-02-02,5556
Fisher,2016-02-03,0
Arno,2016-02-03,0
Temp,2016-02-03,0
Vandelay,2016-02-03,2734
Harper,2016-02-03,6806
Harris,2016-02-03,7395
Fisher,2016-02-04,0
Arno,2016-02-04,0
Temp,2016-02-04,0
Vandelay,2016-02-04,807
Harper,2016-02-04,3725
Harris,2016-02-04,4533
Fisher,2016-02-05,0
Arno,2016-02-05,5904
Temp,2016-02-05,0
Vandelay,2016-02-05,2180
Harper,2016-02-05,0
Harris,2016-02-05,5310
Fisher,2016-02-06,0
Arno,2016-02-06,1330
Temp,2016-02-06,0
Vandelay,2016-02-06,0
Harper,2016-02-06,0
Harris,2016-02-06,0
Fisher,2016-02-07,0
Arno,2016-02-07,0
Temp,2016-02-07,0
Vandelay,2016-02-07,0
Harper,2016-02-07,0
Harris,2016-02-07,0
Fisher,2016-02-08,3670
Arno,2016-02-08,7230
Temp,2016-02-08,0
Vandelay,2016-02-08,1068
Harper,2016-02-08,0
Harris,2016-02-08,37773
Fisher,2016-02-09,2684
Arno,2016-02-09,13
Temp,2016-02-09,0
Vandelay,2016-02-09,1699
Harper,2016-02-09,0
Harris,2016-02-09,5773
Fisher,2016-02-10,0
Arno,2016-02-10,0
Temp,2016-02-10,0
Vandelay,2016-02-10,1346
Harper,2016-02-10,7099
Harris,2016-02-10,6292
Fisher,2016-02-11,0
Arno,2016-02-11,0
Temp,2016-02-11,0
Vandelay,2016-02-11,75
Harper,2016-02-11,3546
Harris,2016-02-11,3260
Fisher,2016-02-12,0
Arno,2016-02-12,9092
Temp,2016-02-12,0
Vandelay,2016-02-12,2738
Harper,2016-02-12,401
Harris,2016-02-12,7255
Fisher,2016-02-13,0
Arno,2016-02-13,0
Temp,2016-02-13,0
Vandelay,2016-02-13,0
Harper,2016-02-13,0
Harris,2016-02-13,0
Fisher,2016-02-14,0
Arno,2016-02-14,0
Temp,2016-02-14,0
Vandelay,2016-02-14,0
Harper,2016-02-14,0
Harris,2016-02-14,0
Fisher,2016-02-15,0
Arno,2016-02-15,0
Temp,2016-02-15,0
Vandelay,2016-02-15,0
Harper,2016-02-15,0
Harris,2016-02-15,32836
Fisher,2016-02-16,2900
Arno,2016-02-16,16
Temp,2016-02-16,0
Vandelay,2016-02-16,614
Harper,2016-02-16,0
Harris,2016-02-16,6820
Fisher,2016-02-17,0
Arno,2016-02-17,0
Temp,2016-02-17,0
Vandelay,2016-02-17,2777
Harper,2016-02-17,250
Harris,2016-02-17,10940
Fisher,2016-02-18,0
Arno,2016-02-18,0
Temp,2016-02-18,0
Vandelay,2016-02-18,2622
Harper,2016-02-18,3280
Harris,2016-02-18,3905
Fisher,2016-02-19,0
Arno,2016-02-19,7394
Temp,2016-02-19,0
Vandelay,2016-02-19,1978
Harper,2016-02-19,0
Harris,2016-02-19,7197
Fisher,2016-02-20,0
Arno,2016-02-20,1515
Temp,2016-02-20,0
Vandelay,2016-02-20,0
Harper,2016-02-20,0
Harris,2016-02-20,0
Fisher,2016-02-21,0
Arno,2016-02-21,0
Temp,2016-02-21,0
Vandelay,2016-02-21,0
Harper,2016-02-21,0
Harris,2016-02-21,0
Fisher,2016-02-22,3050
Arno,2016-02-22,8159
Temp,2016-02-22,0
Vandelay,2016-02-22,144
Harper,2016-02-22,0
Harris,2016-02-22,33179
Fisher,2016-02-23,3525
Arno,2016-02-23,0
Temp,2016-02-23,0
Vandelay,2016-02-23,2370
Harper,2016-02-23,0
Harris,2016-02-23,6698
Fisher,2016-02-24,265
Arno,2016-02-24,0
Temp,2016-02-24,0
Vandelay,2016-02-24,0
Harper,2016-02-24,8468
Harris,2016-02-24,7704
Fisher,2016-02-25,0
Arno,2016-02-25,0
Temp,2016-02-25,0
Vandelay,2016-02-25,826
Harper,2016-02-25,4247
Harris,2016-02-25,3287
Fisher,2016-02-26,0
Arno,2016-02-26,7773
Temp,2016-02-26,0
Vandelay,2016-02-26,641
Harper,2016-02-26,0
Harris,2016-02-26,2685
Fisher,2016-02-27,0
Arno,2016-02-27,0
Temp,2016-02-27,0
Vandelay,2016-02-27,0
Harper,2016-02-27,0
Harris,2016-02-27,0
Fisher,2016-02-28,0
Arno,2016-02-28,0
Temp,2016-02-28,0
Vandelay,2016-02-28,0
Harper,2016-02-28,1016
Harris,2016-02-28,0
Fisher,2016-02-29,4529
Arno,2016-02-29,8610
Temp,2016-02-29,25
Vandelay,2016-02-29,747
Harper,2016-02-29,0
Harris,2016-02-29,25372
Fisher,2016-03-01,1890
Arno,2016-03-01,12
Temp,2016-03-01,0
Vandelay,2016-03-01,1110
Harper,2016-03-01,0
Harris,2016-03-01,4618
Fisher,2016-03-02,0
Arno,2016-03-02,0
Temp,2016-03-02,0
Vandelay,2016-03-02,975
Harper,2016-03-02,6485
Harris,2016-03-02,7598
Fisher,2016-03-03,0
Arno,2016-03-03,0
Temp,2016-03-03,0
Vandelay,2016-03-03,1008
Harper,2016-03-03,3010
Harris,2016-03-03,5080
Fisher,2016-03-04,255
Arno,2016-03-04,7810
Temp,2016-03-04,0
Vandelay,2016-03-04,3381
Harper,2016-03-04,0
Harris,2016-03-04,8277
Fisher,2016-03-05,0
Arno,2016-03-05,1300
Temp,2016-03-05,0
Vandelay,2016-03-05,0
Harper,2016-03-05,0
Harris,2016-03-05,0
Fisher,2016-03-06,0
Arno,2016-03-06,0
Temp,2016-03-06,0
Vandelay,2016-03-06,0
Harper,2016-03-06,0
Harris,2016-03-06,40
Fisher,2016-03-07,2735
Arno,2016-03-07,7876
Temp,2016-03-07,0
Vandelay,2016-03-07,794
Harper,2016-03-07,0
Harris,2016-03-07,34855
Fisher,2016-03-08,2088
Arno,2016-03-08,0
Temp,2016-03-08,0
Vandelay,2016-03-08,597
Harper,2016-03-08,0
Harris,2016-03-08,6598
Fisher,2016-03-09,0
Arno,2016-03-09,0
Temp,2016-03-09,0
Vandelay,2016-03-09,2433
Harper,2016-03-09,258
Harris,2016-03-09,7548
Fisher,2016-03-10,0
Arno,2016-03-10,0
Temp,2016-03-10,0
Vandelay,2016-03-10,451
Harper,2016-03-10,0
Harris,2016-03-10,6241
Fisher,2016-03-11,0
Arno,2016-03-11,8189
Temp,2016-03-11,0
Vandelay,2016-03-11,709
Harper,2016-03-11,0
Harris,2016-03-11,5972
Fisher,2016-03-12,0
Arno,2016-03-12,0
Temp,2016-03-12,0
Vandelay,2016-03-12,0
Harper,2016-03-12,0
Harris,2016-03-12,730
Fisher,2016-03-13,0
Arno,2016-03-13,0
Temp,2016-03-13,0
Vandelay,2016-03-13,0
Harper,2016-03-13,0
Harris,2016-03-13,1510
Fisher,2016-03-14,4228
Arno,2016-03-14,5480
Temp,2016-03-14,0
Vandelay,2016-03-14,1129
Harper,2016-03-14,0
Harris,2016-03-14,27150
Fisher,2016-03-15,3263
Arno,2016-03-15,0
Temp,2016-03-15,0
Vandelay,2016-03-15,1674
Harper,2016-03-15,0
Harris,2016-03-15,7449
Fisher,2016-03-16,0
Arno,2016-03-16,0
Temp,2016-03-16,0
Vandelay,2016-03-16,1149
Harper,2016-03-16,8570
Harris,2016-03-16,7469
Fisher,2016-03-17,0
Arno,2016-03-17,0
Temp,2016-03-17,0
Vandelay,2016-03-17,1149
Harper,2016-03-17,2720
Harris,2016-03-17,3807
Fisher,2016-03-18,0
Arno,2016-03-18,4776
Temp,2016-03-18,72
Vandelay,2016-03-18,0
Harper,2016-03-18,0
Harris,2016-03-18,6613
Fisher,2016-03-19,0
Arno,2016-03-19,1181
Temp,2016-03-19,0
Vandelay,2016-03-19,0
Harper,2016-03-19,0
Harris,2016-03-19,0
Fisher,2016-03-20,0
Arno,2016-03-20,0
Temp,2016-03-20,0
Vandelay,2016-03-20,0
Harper,2016-03-20,0
Harris,2016-03-20,0
Fisher,2016-03-21,4353
Arno,2016-03-21,6520
Temp,2016-03-21,0
Vandelay,2016-03-21,592
Harper,2016-03-21,0
Harris,2016-03-21,41487
Fisher,2016-03-22,3220
Arno,2016-03-22,0
Temp,2016-03-22,0
Vandelay,2016-03-22,659
Harper,2016-03-22,0
Harris,2016-03-22,0
Fisher,2016-03-23,0
Arno,2016-03-23,0
Temp,2016-03-23,209
Vandelay,2016-03-23,1226
Harper,2016-03-23,8720
Harris,2016-03-23,10519
Fisher,2016-03-24,0
Arno,2016-03-24,0
Temp,2016-03-24,0
Vandelay,2016-03-24,1421
Harper,2016-03-24,1516
Harris,2016-03-24,4586
Fisher,2016-03-25,0
Arno,2016-03-25,6512
Temp,2016-03-25,0
Vandelay,2016-03-25,2095
Harper,2016-03-25,207
Harris,2016-03-25,7540
Fisher,2016-03-26,0
Arno,2016-03-26,0
Temp,2016-03-26,0
Vandelay,2016-03-26,0
Harper,2016-03-26,0
Harris,2016-03-26,0
Fisher,2016-03-27,0
Arno,2016-03-27,0
Temp,2016-03-27,0
Vandelay,2016-03-27,0
Harper,2016-03-27,0
Harris,2016-03-27,0
Fisher,2016-03-28,2379
Arno,2016-03-28,3717
Temp,2016-03-28,0
Vandelay,2016-03-28,948
Harper,2016-03-28,0
Harris,2016-03-28,36155
Fisher,2016-03-29,3872
Arno,2016-03-29,160
Temp,2016-03-29,0
Vandelay,2016-03-29,2214
Harper,2016-03-29,0
Harris,2016-03-29,7353
Fisher,2016-03-30,0
Arno,2016-03-30,0
Temp,2016-03-30,0
Vandelay,2016-03-30,1725
Harper,2016-03-30,5460
Harris,2016-03-30,7900
Fisher,2016-03-31,0
Arno,2016-03-31,0
Temp,2016-03-31,0
Vandelay,2016-03-31,1589
Harper,2016-03-31,3160
Harris,2016-03-31,3597
Fisher,2016-04-01,0
Arno,2016-04-01,5742
Temp,2016-04-01,0
Vandelay,2016-04-01,1069
Harper,2016-04-01,75
Harris,2016-04-01,4942
Fisher,2016-04-02,0
Arno,2016-04-02,1781
Temp,2016-04-02,0
Vandelay,2016-04-02,0
Harper,2016-04-02,0
Harris,2016-04-02,0
Fisher,2016-04-03,0
Arno,2016-04-03,0
Temp,2016-04-03,0
Vandelay,2016-04-03,0
Harper,2016-04-03,0
Harris,2016-04-03,0
Fisher,2016-04-04,3791
Arno,2016-04-04,6043
Temp,2016-04-04,0
Vandelay,2016-04-04,3237
Harper,2016-04-04,176
Harris,2016-04-04,30930
Fisher,2016-04-05,216
Arno,2016-04-05,0
Temp,2016-04-05,0
Vandelay,2016-04-05,3023
Harper,2016-04-05,0
Harris,2016-04-05,7245
Fisher,2016-04-06,0
Arno,2016-04-06,0
Temp,2016-04-06,0
Vandelay,2016-04-06,3131
Harper,2016-04-06,9160
Harris,2016-04-06,9250
Fisher,2016-04-07,227
Arno,2016-04-07,0
Temp,2016-04-07,0
Vandelay,2016-04-07,1316
Harper,2016-04-07,215
Harris,2016-04-07,2828
Fisher,2016-04-08,0
Arno,2016-04-08,8434
Temp,2016-04-08,0
Vandelay,2016-04-08,3188
Harper,2016-04-08,0
Harris,2016-04-08,6861
Fisher,2016-04-09,0
Arno,2016-04-09,0
Temp,2016-04-09,0
Vandelay,2016-04-09,0
Harper,2016-04-09,0
Harris,2016-04-09,0
Fisher,2016-04-10,0
Arno,2016-04-10,0
Temp,2016-04-10,0
Vandelay,2016-04-10,0
Harper,2016-04-10,0
Harris,2016-04-10,0
Fisher,2016-04-11,3182
Arno,2016-04-11,7389
Temp,2016-04-11,0
Vandelay,2016-04-11,1547
Harper,2016-04-11,105
Harris,2016-04-11,41711
Fisher,2016-04-12,3577
Arno,2016-04-12,0
Temp,2016-04-12,0
Vandelay,2016-04-12,514
Harper,2016-04-12,0
Harris,2016-04-12,9356
Fisher,2016-04-13,0
Arno,2016-04-13,0
Temp,2016-04-13,0
Vandelay,2016-04-13,1370
Harper,2016-04-13,0
Harris,2016-04-13,7014
Fisher,2016-04-14,0
Arno,2016-04-14,0
Temp,2016-04-14,0
Vandelay,2016-04-14,2249
Harper,2016-04-14,441
Harris,2016-04-14,25343
Fisher,2016-04-15,0
Arno,2016-04-15,8204
Temp,2016-04-15,0
Vandelay,2016-04-15,2416
Harper,2016-04-15,0
Harris,2016-04-15,7792
Fisher,2016-04-16,0
Arno,2016-04-16,1825
Temp,2016-04-16,0
Vandelay,2016-04-16,0
Harper,2016-04-16,0
Harris,2016-04-16,2000
Fisher,2016-04-17,0
Arno,2016-04-17,0
Temp,2016-04-17,0
Vandelay,2016-04-17,0
Harper,2016-04-17,0
Harris,2016-04-17,0
Fisher,2016-04-18,3408
Arno,2016-04-18,6384
Temp,2016-04-18,0
Vandelay,2016-04-18,962
Harper,2016-04-18,0
Harris,2016-04-18,28448
Fisher,2016-04-19,2392
Arno,2016-04-19,0
Temp,2016-04-19,0
Vandelay,2016-04-19,515
Harper,2016-04-19,127
Harris,2016-04-19,7082
Fisher,2016-04-20,0
Arno,2016-04-20,0
Temp,2016-04-20,0
Vandelay,2016-04-20,2459
Harper,2016-04-20,8704
Harris,2016-04-20,7600
Fisher,2016-04-21,0
Arno,2016-04-21,0
Temp,2016-04-21,0
Vandelay,2016-04-21,1453
Harper,2016-04-21,3187
Harris,2016-04-21,4160
Fisher,2016-04-22,0
Arno,2016-04-22,7775
Temp,2016-04-22,0
Vandelay,2016-04-22,2348
Harper,2016-04-22,0
Harris,2016-04-22,8485
Fisher,2016-04-23,0
Arno,2016-04-23,0
Temp,2016-04-23,0
Vandelay,2016-04-23,0
Harper,2016-04-23,0
Harris,2016-04-23,0
Fisher,2016-04-24,0
Arno,2016-04-24,0
Temp,2016-04-24,0
Vandelay,2016-04-24,0
Harper,2016-04-24,0
Harris,2016-04-24,0
Fisher,2016-04-25,2403
Arno,2016-04-25,5534
Temp,2016-04-25,0
Vandelay,2016-04-25,250
Harper,2016-04-25,0
Harris,2016-04-25,37879
Fisher,2016-04-26,4163
Arno,2016-04-26,9
Temp,2016-04-26,0
Vandelay,2016-04-26,815
Harper,2016-04-26,0
Harris,2016-04-26,7476
Fisher,2016-04-27,0
Arno,2016-04-27,0
Temp,2016-04-27,0
Vandelay,2016-04-27,1288
Harper,2016-04-27,6736
Harris,2016-04-27,13868
Fisher,2016-04-28,0
Arno,2016-04-28,0
Temp,2016-04-28,0
Vandelay,2016-04-28,852
Harper,2016-04-28,3733
Harris,2016-04-28,2829
Fisher,2016-04-29,1
Arno,2016-04-29,7340
Temp,2016-04-29,0
Vandelay,2016-04-29,145
Harper,2016-04-29,0
Harris,2016-04-29,10836
Fisher,2016-04-30,0
Arno,2016-04-30,1684
Temp,2016-04-30,0
Vandelay,2016-04-30,0
Harper,2016-04-30,0
Harris,2016-04-30,0
Fisher,2016-05-01,0
Arno,2016-05-01,0
Temp,2016-05-01,0
Vandelay,2016-05-01,0
Harper,2016-05-01,0
Harris,2016-05-01,0
Fisher,2016-05-02,2782
Arno,2016-05-02,4538
Temp,2016-05-02,0
Vandelay,2016-05-02,2868
Harper,2016-05-02,0
Harris,2016-05-02,40148
Fisher,2016-05-03,1968
Arno,2016-05-03,0
Temp,2016-05-03,0
Vandelay,2016-05-03,753
Harper,2016-05-03,0
Harris,2016-05-03,7757
Fisher,2016-05-04,0
Arno,2016-05-04,0
Temp,2016-05-04,0
Vandelay,2016-05-04,1065
Harper,2016-05-04,8324
Harris,2016-05-04,9986
Fisher,2016-05-05,125
Arno,2016-05-05,8
Temp,2016-05-05,0
Vandelay,2016-05-05,743
Harper,2016-05-05,4236
Harris,2016-05-05,3141
Fisher,2016-05-06,50
Arno,2016-05-06,6744
Temp,2016-05-06,0
Vandelay,2016-05-06,1996
Harper,2016-05-06,541
Harris,2016-05-06,8172
Fisher,2016-05-07,0
Arno,2016-05-07,0
Temp,2016-05-07,0
Vandelay,2016-05-07,0
Harper,2016-05-07,0
Harris,2016-05-07,0
Fisher,2016-05-08,0
Arno,2016-05-08,0
Temp,2016-05-08,0
Vandelay,2016-05-08,0
Harper,2016-05-08,0
Harris,2016-05-08,0
Fisher,2016-05-09,3178
Arno,2016-05-09,6164
Temp,2016-05-09,0
Vandelay,2016-05-09,598
Harper,2016-05-09,176
Harris,2016-05-09,39157
Fisher,2016-05-10,2099
Arno,2016-05-10,0
Temp,2016-05-10,0
Vandelay,2016-05-10,1663
Harper,2016-05-10,0
Harris,2016-05-10,6921
Fisher,2016-05-11,0
Arno,2016-05-11,0
Temp,2016-05-11,0
Vandelay,2016-05-11,2829
Harper,2016-05-11,9081
Harris,2016-05-11,12030
Fisher,2016-05-12,0
Arno,2016-05-12,0
Temp,2016-05-12,0
Vandelay,2016-05-12,570
Harper,2016-05-12,4382
Harris,2016-05-12,4542
Fisher,2016-05-13,0
Arno,2016-05-13,7757
Temp,2016-05-13,0
Vandelay,2016-05-13,0
Harper,2016-05-13,0
Harris,2016-05-13,10674
Fisher,2016-05-14,0
Arno,2016-05-14,2156
Temp,2016-05-14,0
Vandelay,2016-05-14,0
Harper,2016-05-14,0
Harris,2016-05-14,466
Fisher,2016-05-15,0
Arno,2016-05-15,0
Temp,2016-05-15,0
Vandelay,2016-05-15,0
Harper,2016-05-15,0
Harris,2016-05-15,171
Fisher,2016-05-16,2695
Arno,2016-05-16,5568
Temp,2016-05-16,0
Vandelay,2016-05-16,880
Harper,2016-05-16,0
Harris,2016-05-16,48563
Fisher,2016-05-17,1873
Arno,2016-05-17,1
Temp,2016-05-17,0
Vandelay,2016-05-17,1143
Harper,2016-05-17,0
Harris,2016-05-17,8416
Fisher,2016-05-18,0
Arno,2016-05-18,0
Temp,2016-05-18,0
Vandelay,2016-05-18,1865
Harper,2016-05-18,10729
Harris,2016-05-18,11290
Fisher,2016-05-19,0
Arno,2016-05-19,0
Temp,2016-05-19,0
Vandelay,2016-05-19,500
Harper,2016-05-19,4360
Harris,2016-05-19,5256
Fisher,2016-05-20,0
Arno,2016-05-20,6728
Temp,2016-05-20,0
Vandelay,2016-05-20,475
Harper,2016-05-20,160
Harris,2016-05-20,6555
Fisher,2016-05-21,0
Arno,2016-05-21,0
Temp,2016-05-21,0
Vandelay,2016-05-21,0
Harper,2016-05-21,0
Harris,2016-05-21,0
Fisher,2016-05-22,0
Arno,2016-05-22,0
Temp,2016-05-22,0
Vandelay,2016-05-22,0
Harper,2016-05-22,0
Harris,2016-05-22,0
Fisher,2016-05-23,0
Arno,2016-05-23,5151
Temp,2016-05-23,0
Vandelay,2016-05-23,1469
Harper,2016-05-23,0
Harris,2016-05-23,47887
Fisher,2016-05-24,226
Arno,2016-05-24,0
Temp,2016-05-24,0
Vandelay,2016-05-24,692
Harper,2016-05-24,0
Harris,2016-05-24,4584
Fisher,2016-05-25,0
Arno,2016-05-25,0
Temp,2016-05-25,0
Vandelay,2016-05-25,693
Harper,2016-05-25,407
Harris,2016-05-25,8299
Fisher,2016-05-26,0
Arno,2016-05-26,1
Temp,2016-05-26,0
Vandelay,2016-05-26,878
Harper,2016-05-26,0
Harris,2016-05-26,3825
Fisher,2016-05-27,0
Arno,2016-05-27,8355
Temp,2016-05-27,0
Vandelay,2016-05-27,690
Harper,2016-05-27,0
Harris,2016-05-27,19261
Fisher,2016-05-28,0
Arno,2016-05-28,0
Temp,2016-05-28,0
Vandelay,2016-05-28,0
Harper,2016-05-28,0
Harris,2016-05-28,0
Fisher,2016-05-29,0
Arno,2016-05-29,0
Temp,2016-05-29,0
Vandelay,2016-05-29,0
Harper,2016-05-29,0
Harris,2016-05-29,0
Fisher,2016-05-30,0
Arno,2016-05-30,0
Temp,2016-05-30,0
Vandelay,2016-05-30,0
Harper,2016-05-30,0
Harris,2016-05-30,0
Fisher,2016-05-31,0
Arno,2016-05-31,0
Temp,2016-05-31,0
Vandelay,2016-05-31,703
Harper,2016-05-31,0
Harris,2016-05-31,6600
Fisher,2016-06-01,0
Arno,2016-06-01,0
Temp,2016-06-01,0
Vandelay,2016-06-01,560
Harper,2016-06-01,9562
Harris,2016-06-01,6915
Fisher,2016-06-02,0
Arno,2016-06-02,0
Temp,2016-06-02,0
Vandelay,2016-06-02,280
Harper,2016-06-02,3570
Harris,2016-06-02,2933
Fisher,2016-06-03,1
Arno,2016-06-03,6584
Temp,2016-06-03,0
Vandelay,2016-06-03,0
Harper,2016-06-03,0
Harris,2016-06-03,34654
Fisher,2016-06-04,0
Arno,2016-06-04,0
Temp,2016-06-04,0
Vandelay,2016-06-04,0
Harper,2016-06-04,0
Harris,2016-06-04,0
Fisher,2016-06-05,0
Arno,2016-06-05,0
Temp,2016-06-05,0
Vandelay,2016-06-05,0
Harper,2016-06-05,0
Harris,2016-06-05,0
Fisher,2016-06-06,2749
Arno,2016-06-06,3991
Temp,2016-06-06,0
Vandelay,2016-06-06,0
Harper,2016-06-06,160
Harris,2016-06-06,40919
Fisher,2016-06-07,3455
Arno,2016-06-07,0
Temp,2016-06-07,0
Vandelay,2016-06-07,658
Harper,2016-06-07,0
Harris,2016-06-07,6257
Fisher,2016-06-08,0
Arno,2016-06-08,0
Temp,2016-06-08,0
Vandelay,2016-06-08,768
Harper,2016-06-08,7917
Harris,2016-06-08,8217
Fisher,2016-06-09,0
Arno,2016-06-09,0
Temp,2016-06-09,0
Vandelay,2016-06-09,1403
Harper,2016-06-09,4002
Harris,2016-06-09,32153
Fisher,2016-06-10,0
Arno,2016-06-10,8977
Temp,2016-06-10,15
Vandelay,2016-06-10,0
Harper,2016-06-10,0
Harris,2016-06-10,6300
Fisher,2016-06-11,0
Arno,2016-06-11,2294
Temp,2016-06-11,0
Vandelay,2016-06-11,0
Harper,2016-06-11,0
Harris,2016-06-11,800
Fisher,2016-06-12,0
Arno,2016-06-12,0
Temp,2016-06-12,0
Vandelay,2016-06-12,0
Harper,2016-06-12,0
Harris,2016-06-12,0
Fisher,2016-06-13,2886
Arno,2016-06-13,4616
Temp,2016-06-13,0
Vandelay,2016-06-13,0
Harper,2016-06-13,0
Harris,2016-06-13,42472
Fisher,2016-06-14,2472
Arno,2016-06-14,0
Temp,2016-06-14,0
Vandelay,2016-06-14,0
Harper,2016-06-14,0
Harris,2016-06-14,9454
Fisher,2016-06-15,0
Arno,2016-06-15,362
Temp,2016-06-15,0
Vandelay,2016-06-15,0
Harper,2016-06-15,362
Harris,2016-06-15,7426
Fisher,2016-06-16,0
Arno,2016-06-16,0
Temp,2016-06-16,0
Vandelay,2016-06-16,0
Harper,2016-06-16,172
Harris,2016-06-16,0
Fisher,2016-06-17,0
Arno,2016-06-17,7672
Temp,2016-06-17,260
Vandelay,2016-06-17,0
Harper,2016-06-17,0
Harris,2016-06-17,13716
Fisher,2016-06-18,0
Arno,2016-06-18,0
Temp,2016-06-18,0
Vandelay,2016-06-18,0
Harper,2016-06-18,0
Harris,2016-06-18,0
Fisher,2016-06-19,0
Arno,2016-06-19,0
Temp,2016-06-19,0
Vandelay,2016-06-19,0
Harper,2016-06-19,0
Harris,2016-06-19,0
Fisher,2016-06-20,2748
Arno,2016-06-20,6588
Temp,2016-06-20,0
Vandelay,2016-06-20,0
Harper,2016-06-20,0
Harris,2016-06-20,41052
Fisher,2016-06-21,2435
Arno,2016-06-21,15
Temp,2016-06-21,0
Vandelay,2016-06-21,0
Harper,2016-06-21,0
Harris,2016-06-21,7432
Fisher,2016-06-22,0
Arno,2016-06-22,0
Temp,2016-06-22,0
Vandelay,2016-06-22,0
Harper,2016-06-22,8672
Harris,2016-06-22,8790
Fisher,2016-06-23,0
Arno,2016-06-23,0
Temp,2016-06-23,0
Vandelay,2016-06-23,0
Harper,2016-06-23,3965
Harris,2016-06-23,18029
Fisher,2016-06-24,0
Arno,2016-06-24,6412
Temp,2016-06-24,0
Vandelay,2016-06-24,0
Harper,2016-06-24,0
Harris,2016-06-24,22366
Fisher,2016-06-25,0
Arno,2016-06-25,2394
Temp,2016-06-25,0
Vandelay,2016-06-25,0
Harper,2016-06-25,0
Harris,2016-06-25,0
Fisher,2016-06-26,0
Arno,2016-06-26,0
Temp,2016-06-26,0
Vandelay,2016-06-26,0
Harper,2016-06-26,0
Harris,2016-06-26,0
Fisher,2016-06-27,3547
Arno,2016-06-27,4392
Temp,2016-06-27,0
Vandelay,2016-06-27,0
Harper,2016-06-27,35
Harris,2016-06-27,34843
Fisher,2016-06-28,3475
Arno,2016-06-28,0
Temp,2016-06-28,0
Vandelay,2016-06-28,0
Harper,2016-06-28,0
Harris,2016-06-28,8420
Fisher,2016-06-29,0
Arno,2016-06-29,0
Temp,2016-06-29,0
Vandelay,2016-06-29,0
Harper,2016-06-29,7720
Harris,2016-06-29,9143
Fisher,2016-06-30,0
Arno,2016-06-30,0
Temp,2016-06-30,0
Vandelay,2016-06-30,0
Harper,2016-06-30,2935
Harris,2016-06-30,51083
Fisher,2016-07-01,0
Arno,2016-07-01,8071
Temp,2016-07-01,0
Vandelay,2016-07-01,0
